Ticker,Date,Open,High,Low,Close,Volume
AMZN,10/1/2019 10:58,1737.27,1737.82,1736.09,1736.09,1624
AMZN,10/1/2019 10:59,1735.36,1735.56,1733.43,1734.75,10860
AMZN,10/1/2019 11:00,1734.58,1734.58,1732.5,1733.24,7874
AMZN,10/1/2019 11:01,1733,1734.22,1732.79,1734.22,2471
AMZN,10/1/2019 11:02,1734.26,1734.4,1733.72,1734.26,2850
AMZN,10/1/2019 11:03,1734.5,1734.5,1731.75,1732.85,3204
AMZN,10/1/2019 11:04,1732.8,1733.97,1732.61,1733.03,4091
AMZN,10/1/2019 11:05,1733.11,1734.01,1732.35,1732.68,2824
AMZN,10/1/2019 11:06,1733.36,1735.69,1733.04,1735.23,3932
AMZN,10/1/2019 11:07,1735.25,1735.83,1734.42,1735.44,1844
AMZN,10/1/2019 11:08,1735.77,1736.64,1735.68,1736.64,4370
AMZN,10/1/2019 11:09,1736.36,1737.48,1735.73,1737.15,2305
AMZN,10/1/2019 11:10,1737.38,1737.38,1735.01,1735.35,3262
AMZN,10/1/2019 11:11,1735.33,1735.78,1735.11,1735.31,1200
AMZN,10/1/2019 11:12,1734.95,1734.95,1733.45,1733.45,3035
AMZN,10/1/2019 11:13,1733.64,1734.79,1733.64,1734.5,1209
AMZN,10/1/2019 11:14,1734.19,1734.79,1734.01,1734.01,900
AMZN,10/1/2019 11:15,1734.32,1734.32,1733.48,1733.9,1300
AMZN,10/1/2019 11:16,1733.66,1734.68,1733.49,1734.68,2185
AMZN,10/1/2019 11:17,1735,1735.7,1734.84,1735.7,1900
AMZN,10/1/2019 11:18,1735.85,1736.11,1734.59,1734.59,2421
AMZN,10/1/2019 11:19,1734.49,1735.63,1734.49,1735.63,744
AMZN,10/1/2019 11:20,1735.85,1736.01,1735.06,1735.32,3220
AMZN,10/1/2019 11:21,1735.89,1736.25,1735.63,1736.09,1172
AMZN,10/1/2019 11:22,1736.07,1737.26,1735.91,1736.97,2730
AMZN,10/1/2019 11:23,1737.35,1738.5,1736.88,1738.5,2218
AMZN,10/1/2019 11:24,1738.66,1738.69,1737.45,1737.66,2186
AMZN,10/1/2019 11:25,1737.24,1737.24,1736.11,1736.52,1897
AMZN,10/1/2019 11:26,1736.64,1736.75,1736.36,1736.75,1565
AMZN,10/1/2019 11:27,1736.94,1738,1736.94,1737.79,2300
AMZN,10/1/2019 11:28,1737.21,1737.53,1736.9,1737.46,1115
AMZN,10/1/2019 11:29,1737.5,1737.6,1737.5,1737.55,500
AMZN,10/1/2019 11:30,1738.26,1738.26,1737.23,1737.69,1200
AMZN,10/1/2019 11:31,1737.92,1738.49,1737.73,1737.97,1715
AMZN,10/1/2019 11:32,1737.79,1737.79,1737.22,1737.68,700
AMZN,10/1/2019 11:33,1738.56,1738.56,1736.92,1737.69,1881
AMZN,10/1/2019 11:34,1737.58,1737.82,1736.66,1736.66,1731
AMZN,10/1/2019 11:35,1737.05,1737.05,1736.46,1736.46,1600
AMZN,10/1/2019 11:36,1736.25,1736.25,1735.4,1735.93,1800
AMZN,10/1/2019 11:37,1736.21,1738.29,1736.21,1737.77,2025
AMZN,10/1/2019 11:38,1737.52,1737.72,1737.09,1737.72,1823
AMZN,10/1/2019 11:39,1736.69,1736.69,1735.52,1735.85,1113
AMZN,10/1/2019 11:40,1736.48,1736.48,1735.73,1735.73,850
AMZN,10/1/2019 11:41,1735.87,1735.87,1734.23,1734.23,1808
AMZN,10/1/2019 11:42,1734.76,1734.88,1733.99,1734.11,4743
AMZN,10/1/2019 11:43,1734.11,1734.32,1732.8,1734,4303
AMZN,10/1/2019 11:44,1734.57,1735.12,1733.75,1735.12,1220
AMZN,10/1/2019 11:45,1734.7,1735.75,1734.39,1735.51,2300
AMZN,10/1/2019 11:46,1735.4,1735.47,1734.53,1734.53,3867
AMZN,10/1/2019 11:47,1734.03,1734.6,1733.76,1734.09,2300
AMZN,10/1/2019 11:48,1734,1734,1732.51,1732.53,5247
AMZN,10/1/2019 11:49,1732.65,1732.68,1730.31,1730.37,3620
AMZN,10/1/2019 11:50,1730.21,1732.39,1729.34,1731.82,6977
AMZN,10/1/2019 11:51,1731.3,1731.93,1730.65,1731.35,2174
AMZN,10/1/2019 11:52,1731.29,1732.08,1731.29,1731.8,4217
AMZN,10/1/2019 11:53,1732.12,1732.37,1731.82,1732.35,990
AMZN,10/1/2019 11:54,1732.09,1732.09,1731,1731,2245
AMZN,10/1/2019 11:55,1731.46,1731.83,1731,1731.56,2200
AMZN,10/1/2019 11:56,1732.45,1732.45,1732.2,1732.43,600
AMZN,10/1/2019 11:57,1731.98,1732.6,1731.49,1731.49,3100
AMZN,10/1/2019 11:58,1731.38,1731.44,1730.43,1730.62,1489
AMZN,10/1/2019 11:59,1732.21,1732.31,1731.62,1732.05,1200
AMZN,10/1/2019 12:00,1731.6,1731.72,1731,1731.08,892
AMZN,10/1/2019 12:01,1730.79,1731.03,1729.68,1729.68,2633
AMZN,10/1/2019 12:02,1729.4,1730.32,1729.08,1730.1,1700
AMZN,10/1/2019 12:03,1730.01,1730.48,1729.11,1729.11,3648
AMZN,10/1/2019 12:04,1729.08,1729.59,1728.41,1729.39,2733
AMZN,10/1/2019 12:05,1729.37,1729.37,1728.44,1728.81,2525
AMZN,10/1/2019 12:06,1728.78,1729.19,1728.5,1729,3159
AMZN,10/1/2019 12:07,1729.48,1730.28,1729.48,1730.28,1136
AMZN,10/1/2019 12:08,1730.23,1731.06,1730.05,1730.83,2176
AMZN,10/1/2019 12:09,1730.59,1730.63,1730,1730,1715
AMZN,10/1/2019 12:10,1730.27,1730.27,1729.5,1729.5,1294
AMZN,10/1/2019 12:11,1729.44,1730.5,1729.44,1730.35,750
AMZN,10/1/2019 12:12,1730.48,1731.47,1730.48,1730.93,1300
AMZN,10/1/2019 12:13,1730.51,1731.04,1729.83,1730.37,2510
AMZN,10/1/2019 12:14,1730.37,1730.49,1730.02,1730.44,800
AMZN,10/1/2019 12:15,1730.14,1731.18,1730.14,1731.18,2451
AMZN,10/1/2019 12:16,1730.99,1731.17,1730.65,1730.65,1897
AMZN,10/1/2019 12:17,1731.28,1731.43,1730.83,1730.83,700
AMZN,10/1/2019 12:18,1731.71,1733.1,1731.71,1732.8,3335
AMZN,10/1/2019 12:19,1732.96,1733.3,1732.11,1732.77,2253
AMZN,10/1/2019 12:20,1732.9,1734.25,1732.48,1732.48,2368
AMZN,10/1/2019 12:21,1733.19,1734.5,1733.19,1734.5,3881
AMZN,10/1/2019 12:22,1734.25,1734.5,1734.21,1734.21,400
AMZN,10/1/2019 12:23,1734.19,1734.3,1733.51,1733.52,1450
AMZN,10/1/2019 12:24,1733.33,1733.73,1732.42,1732.96,4319
AMZN,10/1/2019 12:25,1733.1,1734.6,1733.1,1734.59,1350
AMZN,10/1/2019 12:26,1734.89,1735.56,1734.61,1735.25,3318
AMZN,10/1/2019 12:27,1734.83,1734.84,1734.18,1734.63,887
AMZN,10/1/2019 12:28,1733.61,1734.3,1733.6,1733.93,1550
AMZN,10/1/2019 12:29,1733.75,1734.54,1733.4,1734.54,1000
AMZN,10/1/2019 12:30,1734.45,1734.48,1734.16,1734.33,804
AMZN,10/1/2019 12:31,1734.66,1735.35,1734.66,1735.15,1200
AMZN,10/1/2019 12:32,1735.55,1736.09,1735.55,1735.93,1250
AMZN,10/1/2019 12:33,1736.38,1736.38,1734.49,1734.49,1895
AMZN,10/1/2019 12:34,1734.45,1735.01,1734,1734,2827
AMZN,10/1/2019 12:35,1733.9,1735.63,1733.9,1734.61,1200
AMZN,10/1/2019 12:36,1735.26,1737,1735.26,1736.27,2679
AMZN,10/1/2019 12:37,1735.34,1736,1735.34,1735.99,948
AMZN,10/1/2019 12:38,1735.49,1735.74,1734.42,1735.21,1590
AMZN,10/1/2019 12:39,1735.12,1735.12,1734.5,1734.74,960
AMZN,10/1/2019 12:40,1734.55,1736.82,1734.55,1736.3,3792
AMZN,10/1/2019 12:41,1737.12,1737.12,1736.06,1736.06,1526
AMZN,10/1/2019 12:42,1736.21,1737,1736.21,1736.44,2350
AMZN,10/1/2019 12:43,1736.83,1736.83,1736.07,1736.07,4614
AMZN,10/1/2019 12:44,1736.04,1737.23,1736.04,1737.23,877
AMZN,10/1/2019 12:45,1736.97,1738.22,1736.92,1737.92,3151
AMZN,10/1/2019 12:46,1737.07,1737.07,1736.02,1736.31,1244
AMZN,10/1/2019 12:47,1736.09,1736.57,1735.88,1736.57,2189
AMZN,10/1/2019 12:48,1737.11,1737.11,1736.43,1736.43,1500
AMZN,10/1/2019 12:49,1736.29,1736.67,1736.29,1736.67,300
AMZN,10/1/2019 12:50,1736.7,1737.65,1736.7,1737.01,2970
AMZN,10/1/2019 12:51,1736.64,1736.64,1736,1736.19,834
AMZN,10/1/2019 12:52,1736.24,1736.97,1736.24,1736.97,680
AMZN,10/1/2019 12:53,1737.06,1737.16,1736.69,1736.94,900
AMZN,10/1/2019 12:54,1737.03,1737.14,1736.47,1736.47,1338
AMZN,10/1/2019 12:55,1736.25,1736.79,1735.92,1736.41,744
AMZN,10/1/2019 12:56,1736.16,1736.7,1735.94,1736.43,2599
AMZN,10/1/2019 12:57,1736.5,1737.88,1736.5,1737.51,3718
AMZN,10/1/2019 12:58,1737.6,1737.92,1737.2,1737.28,2095
AMZN,10/1/2019 12:59,1736.65,1736.87,1735.73,1735.73,4705
AMZN,10/1/2019 13:00,1735.99,1736.28,1735.77,1735.86,500
AMZN,10/1/2019 13:01,1736.4,1736.52,1735.87,1735.87,2480
AMZN,10/1/2019 13:02,1735.72,1737.12,1735.72,1736.21,550
AMZN,10/1/2019 13:03,1736.82,1736.82,1736.54,1736.54,2300
AMZN,10/1/2019 13:04,1736.91,1737.12,1736.91,1737.12,272
AMZN,10/1/2019 13:05,1736.56,1736.59,1735.14,1735.37,2340
AMZN,10/1/2019 13:06,1735.21,1735.42,1733.23,1733.51,6331
AMZN,10/1/2019 13:07,1734.15,1734.55,1734,1734.31,950
AMZN,10/1/2019 13:08,1734.11,1735.22,1733.73,1734.01,3560
AMZN,10/1/2019 13:09,1734.06,1735.77,1734.04,1734.86,2430
AMZN,10/1/2019 13:11,1734.87,1734.87,1733.92,1733.94,1460
AMZN,10/1/2019 13:12,1734.17,1734.17,1734.05,1734.05,400
AMZN,10/1/2019 13:13,1734.19,1734.52,1733.56,1733.56,3849
AMZN,10/1/2019 13:14,1734.28,1734.45,1733.86,1733.86,700
AMZN,10/1/2019 13:15,1734.23,1734.23,1733.17,1733.87,2205
AMZN,10/1/2019 13:16,1733.37,1733.77,1733.1,1733.53,3018
AMZN,10/1/2019 13:17,1733.4,1733.88,1732.67,1732.95,4739
AMZN,10/1/2019 13:18,1732.85,1733.48,1732.67,1733.48,2000
AMZN,10/1/2019 13:19,1733.69,1733.93,1733.34,1733.81,2515
AMZN,10/1/2019 13:20,1733.82,1735,1733.82,1734.84,5890
AMZN,10/1/2019 13:21,1734.03,1734.08,1734,1734.08,800
AMZN,10/1/2019 13:22,1733.87,1734,1733.64,1734,1310
AMZN,10/1/2019 13:23,1734.17,1734.17,1734.17,1734.17,100
AMZN,10/1/2019 13:24,1733.31,1733.39,1733.31,1733.39,643
AMZN,10/1/2019 13:25,1733.49,1734.67,1733.4,1734.25,1594
AMZN,10/1/2019 13:26,1734.5,1734.91,1734.5,1734.91,800
AMZN,10/1/2019 13:27,1734.88,1734.88,1734.15,1734.15,1559
AMZN,10/1/2019 13:28,1734.1,1734.66,1733.8,1733.8,600
AMZN,10/1/2019 13:29,1733.54,1734.15,1733.54,1733.73,1550
AMZN,10/1/2019 13:30,1733.65,1733.86,1733.65,1733.8,1710
AMZN,10/1/2019 13:31,1733.7,1734.66,1733.7,1734.66,1125
AMZN,10/1/2019 13:32,1734.73,1734.73,1734.25,1734.25,200
AMZN,10/1/2019 13:33,1733.97,1734.24,1733.28,1733.28,1335
AMZN,10/1/2019 13:34,1733.03,1733.18,1732.03,1732.47,3868
AMZN,10/1/2019 13:35,1732.84,1734.01,1732.84,1733.24,600
AMZN,10/1/2019 13:36,1733.64,1733.64,1733.05,1733.05,1300
AMZN,10/1/2019 13:37,1732.59,1733.02,1732.21,1732.21,1465
AMZN,10/1/2019 13:38,1731.9,1732.21,1731.52,1732.02,2445
AMZN,10/1/2019 13:39,1732.75,1732.89,1732.37,1732.56,3000
AMZN,10/1/2019 13:40,1732.65,1732.65,1732.65,1732.65,100
AMZN,10/1/2019 13:41,1732.81,1732.9,1732.3,1732.3,900
AMZN,10/1/2019 13:42,1732.18,1733.07,1731.82,1733.07,1317
AMZN,10/1/2019 13:43,1733.82,1733.84,1733.46,1733.54,1192
AMZN,10/1/2019 13:44,1733.68,1733.87,1733.45,1733.85,1200
AMZN,10/1/2019 13:45,1734,1734.15,1733.56,1733.59,2850
AMZN,10/1/2019 13:46,1733.52,1734.41,1733,1734.41,2070
AMZN,10/1/2019 13:47,1734.38,1735.1,1734.38,1734.96,1667
AMZN,10/1/2019 13:48,1735.77,1735.77,1735.03,1735.12,1720
AMZN,10/1/2019 13:49,1735.13,1736.11,1735.13,1736.11,2549
AMZN,10/1/2019 13:50,1736.09,1736.18,1735.81,1736.16,1205
AMZN,10/1/2019 13:51,1735.88,1736.13,1735.51,1735.61,700
AMZN,10/1/2019 13:52,1735.51,1736,1735.51,1736,400
AMZN,10/1/2019 13:53,1736.19,1736.19,1735.8,1735.86,1000
AMZN,10/1/2019 13:54,1735.71,1735.75,1735.08,1735.75,1632
AMZN,10/1/2019 13:55,1735.67,1735.67,1735.01,1735.01,500
AMZN,10/1/2019 13:56,1735.06,1735.22,1734.87,1735.19,1200
AMZN,10/1/2019 13:57,1735.45,1735.45,1734.86,1735.05,1352
AMZN,10/1/2019 13:58,1735.06,1735.4,1735.06,1735.4,610
AMZN,10/1/2019 13:59,1735.19,1735.54,1735.19,1735.23,2504
AMZN,10/1/2019 14:00,1735.63,1736.5,1735.63,1735.94,1165
AMZN,10/1/2019 14:01,1735.44,1735.44,1734.81,1734.96,2609
AMZN,10/1/2019 14:02,1735.22,1738.2,1735.22,1738.2,6592
AMZN,10/1/2019 14:03,1738,1739,1737.96,1738.65,4623
AMZN,10/1/2019 14:04,1738.94,1738.99,1738.08,1738.08,1988
AMZN,10/1/2019 14:05,1737.98,1737.98,1736.8,1737.31,2450
AMZN,10/1/2019 14:06,1737.51,1737.81,1737.34,1737.34,300
AMZN,10/1/2019 14:07,1737.32,1738.21,1737.32,1738.04,1329
AMZN,10/1/2019 14:08,1738.37,1738.37,1738.1,1738.1,200
AMZN,10/1/2019 14:09,1738.13,1738.55,1736.93,1736.93,1400
AMZN,10/1/2019 14:10,1737.15,1737.34,1736.91,1737.34,1400
AMZN,10/1/2019 14:11,1737.25,1737.99,1737.25,1737.99,608
AMZN,10/1/2019 14:12,1738.36,1738.73,1738.13,1738.49,2310
AMZN,10/1/2019 14:13,1738.57,1740.35,1738.57,1740.2,4325
AMZN,10/1/2019 14:14,1739.95,1740.62,1739.57,1740.25,2934
AMZN,10/1/2019 14:15,1740.35,1740.65,1740.35,1740.37,1453
AMZN,10/1/2019 14:16,1740.45,1740.45,1739.6,1739.64,1368
AMZN,10/1/2019 14:17,1739.63,1739.67,1738.93,1738.93,1402
AMZN,10/1/2019 14:18,1739.56,1740.11,1739.56,1740,1941
AMZN,10/1/2019 14:19,1740.19,1740.22,1739.9,1740.21,2135
AMZN,10/1/2019 14:20,1740,1740.9,1740,1740.9,400
AMZN,10/1/2019 14:21,1740.96,1741.4,1740.95,1740.96,2315
AMZN,10/1/2019 14:22,1741.36,1741.36,1740.47,1741.17,1900
AMZN,10/1/2019 14:23,1741.45,1741.99,1741.28,1741.68,2050
AMZN,10/1/2019 14:24,1741.87,1742.13,1741.5,1741.71,3404
AMZN,10/1/2019 14:25,1741.53,1742.57,1741.53,1742.57,2383
AMZN,10/1/2019 14:26,1742.09,1742.09,1741.51,1741.98,2746
AMZN,10/1/2019 14:27,1742.05,1742.73,1742.05,1742.53,808
AMZN,10/1/2019 14:28,1742.72,1742.72,1741.31,1741.67,4089
AMZN,10/1/2019 14:29,1741.63,1741.63,1740.73,1740.88,3096
AMZN,10/1/2019 14:30,1741.09,1742.2,1741.09,1742.01,1869
AMZN,10/1/2019 14:31,1742.19,1742.67,1742.19,1742.55,2294
AMZN,10/1/2019 14:32,1742.82,1744.49,1742.81,1744.44,8907
AMZN,10/1/2019 14:33,1744.6,1745,1744.48,1744.7,3439
AMZN,10/1/2019 14:34,1744.74,1745.01,1744.17,1744.95,1982
AMZN,10/1/2019 14:35,1745.29,1745.29,1744.17,1744.93,8126
AMZN,10/1/2019 14:36,1744.91,1744.93,1744.37,1744.37,870
AMZN,10/1/2019 14:37,1744,1744,1743.14,1743.34,3635
AMZN,10/1/2019 14:38,1743.27,1743.28,1742.09,1743.05,4315
AMZN,10/1/2019 14:39,1743.68,1743.68,1742.69,1743.21,1595
AMZN,10/1/2019 14:40,1743.11,1743.31,1743.11,1743.14,300
AMZN,10/1/2019 14:41,1743.28,1743.83,1743.28,1743.49,1269
AMZN,10/1/2019 14:42,1743.69,1744.37,1743.69,1744.17,3083
AMZN,10/1/2019 14:43,1744.01,1744.19,1743.51,1743.66,4661
AMZN,10/1/2019 14:44,1743.93,1744.11,1743.72,1743.81,1700
AMZN,10/1/2019 14:45,1743.87,1744.99,1743.83,1744.99,3365
AMZN,10/1/2019 14:46,1745.24,1745.87,1745.17,1745.17,4357
AMZN,10/1/2019 14:47,1744.9,1744.9,1744.01,1744.26,1800
AMZN,10/1/2019 14:48,1744.03,1745.05,1743.73,1744.89,3836
AMZN,10/1/2019 14:49,1745.49,1745.49,1743.79,1744.23,4395
AMZN,10/1/2019 14:50,1744.7,1744.7,1744.1,1744.1,2628
AMZN,10/1/2019 14:51,1744.19,1744.35,1743.52,1743.57,3600
AMZN,10/1/2019 14:52,1743.8,1745.2,1743.8,1745.2,1641
AMZN,10/1/2019 14:53,1745.05,1745.56,1744.94,1744.94,2707
AMZN,10/1/2019 14:54,1744.95,1745.07,1744.18,1744.18,2325
AMZN,10/1/2019 14:55,1744.18,1744.38,1743.74,1744.11,3935
AMZN,10/1/2019 14:56,1744.31,1744.8,1744.15,1744.26,1601
AMZN,10/1/2019 14:57,1744.54,1744.54,1743.65,1743.92,3141
AMZN,10/1/2019 14:58,1743.88,1743.88,1743.15,1743.33,2391
AMZN,10/1/2019 14:59,1743.38,1743.38,1742.26,1743.1,3188
AMZN,10/1/2019 15:00,1743.35,1743.48,1742.72,1743.18,3324
AMZN,10/1/2019 15:01,1742.63,1742.63,1741.69,1741.77,3546
AMZN,10/1/2019 15:02,1741.2,1741.2,1740.52,1740.52,2625
AMZN,10/1/2019 15:03,1740.61,1741.34,1740.44,1740.87,3319
AMZN,10/1/2019 15:04,1740.61,1741.69,1740.61,1741.65,1934
AMZN,10/1/2019 15:05,1741.63,1741.63,1740.79,1741.05,1555
AMZN,10/1/2019 15:06,1741.28,1741.38,1740.82,1740.82,1500
AMZN,10/1/2019 15:07,1740.5,1741.34,1739.78,1741.34,6782
AMZN,10/1/2019 15:08,1741.49,1742.58,1741.49,1742.48,2600
AMZN,10/1/2019 15:09,1742.61,1742.88,1742.31,1742.31,800
AMZN,10/1/2019 15:10,1741.95,1741.95,1740.99,1740.99,900
AMZN,10/1/2019 15:11,1740.92,1741.52,1740.66,1740.73,2000
AMZN,10/1/2019 15:12,1740.75,1740.76,1739.94,1740.04,3363
AMZN,10/1/2019 15:13,1739.48,1739.51,1738,1738.95,4845
AMZN,10/1/2019 15:14,1739.16,1739.34,1739.12,1739.34,600
AMZN,10/1/2019 15:15,1739.54,1739.56,1737.94,1738.72,3547
AMZN,10/1/2019 15:16,1738.7,1739.4,1738.43,1739.4,2108
AMZN,10/1/2019 15:17,1739.62,1739.88,1739.45,1739.45,1100
AMZN,10/1/2019 15:18,1740,1740.4,1739.5,1740.12,3372
AMZN,10/1/2019 15:19,1739.94,1739.94,1739.43,1739.84,1000
AMZN,10/1/2019 15:20,1740.13,1740.65,1739.99,1739.99,1106
AMZN,10/1/2019 15:21,1739.82,1739.92,1739.59,1739.76,1303
AMZN,10/1/2019 15:22,1739.71,1741.06,1739.71,1740.76,1600
AMZN,10/1/2019 15:23,1740.75,1741.2,1740.75,1741,1543
AMZN,10/1/2019 15:24,1741.07,1741.61,1741.02,1741.19,2189
AMZN,10/1/2019 15:25,1741.77,1743.66,1741.68,1743.44,2495
AMZN,10/1/2019 15:26,1743.36,1743.37,1742.01,1742.34,3646
AMZN,10/1/2019 15:27,1741.79,1742.44,1741.79,1742.01,2971
AMZN,10/1/2019 15:28,1742.4,1742.66,1742.23,1742.5,1015
AMZN,10/1/2019 15:29,1742.22,1742.22,1741.84,1741.89,1272
AMZN,10/1/2019 15:30,1741.73,1741.73,1740.36,1740.77,3328
AMZN,10/1/2019 15:31,1740.65,1741,1739.02,1739.56,15815
AMZN,10/1/2019 15:32,1739.72,1740.33,1739.59,1739.59,4264
